2025-08-05 18:23:01.036751+00:00 UTC
skupper-prd-wyn-skupper-router-7f4bf489d5-d94wd

Router Addresses
  class   addr                                                     distrib    pri  local  remote  in      out      thru
  local   temp.Vvn2HhxFX_L6jN3                                     balanced   -    1      0       1       1        0
  local   temp.W2gx7r3lxwV7I57                                     balanced   -    1      0       1       1        0
  local   temp.W3yX1rVCoRELf4p                                     balanced   -    1      0       0       0        0
  local   temp.WQLT5cWgMZR0Jhj                                     balanced   -    1      0       0       0        0
  local   temp.WVx3+KF1DHR+YE+                                     balanced   -    1      0       0       0        0
  local   temp.WWheVU8XQYtvfe4                                     balanced   -    1      0       1       1        0
  local   temp.WWw5TFHaeTI9tPy                                     balanced   -    1      0       0       0        0
  local   temp.Wcz0GlUK6tuR0sM                                     balanced   -    1      0       0       0        0
  local   temp.Wi9eko1J9sF1EZ5                                     balanced   -    1      0       1       1        0
  local   temp.WmBAF8OF0HUxDsY                                     balanced   -    1      0       0       0        0
  local   temp.Wy+V4jsiQkTPCMg                                     balanced   -    1      0       1       1        0
  local   temp.XA7AJ3NxGtqtqP2                                     balanced   -    1      0       0       0        0
  local   temp.XGdSvXS4zuR0w1F                                     balanced   -    1      0       1       1        0
  local   temp.XI4J3l1d5J+FMoW                                     balanced   -    1      0       1       1        0
  local   temp.XLo4mkCkipk9mUq                                     balanced   -    1      0       1       1        0
  local   temp.XLyFW8qrjE1ZUAf                                     balanced   -    1      0       1       1        0
  local   temp.XOVjWoaI2SdwWY4                                     balanced   -    1      0       1       1        0
  local   temp.XYsPAYF0TUDjS75                                     balanced   -    1      0       1       1        0
  local   temp.XZYaMWGomQK_KeB                                     balanced   -    1      0       0       0        0
  local   temp.Xe0H+DF3Kba4jHz                                     balanced   -    1      0       0       0        0
  local   temp.Xmla+mRZXm4zQws                                     balanced   -    1      0       1       1        0
  local   temp.Y687JEIfxR1C5x2                                     balanced   -    1      0       1       1        0
  local   temp.YFh1EprFek34he4                                     balanced   -    1      0       1       1        0
  local   temp.YFomXN8s_pC+8yA                                     balanced   -    1      0       1       1        0
  local   temp.YGMk4w2hDLkbdRV                                     balanced   -    1      0       1       1        0
  local   temp.YJYkBRi7rVMAKK+                                     balanced   -    1      0       0       0        0
  local   temp.YKQzp0fux5FnCmW                                     balanced   -    1      0       1       1        0
  local   temp.YU1V0cZCWNKZ5_q                                     balanced   -    1      0       1       1        0
  local   temp.YVr0jdWnOAky4zm                                     balanced   -    1      0       1       1        0
  local   temp.YszTYwo_wm4MvA5                                     balanced   -    1      0       0       0        0
  local   temp.YvMU0cPQ0jwX_SC                                     balanced   -    1      0       1       1        0
  local   temp.Z+4ZECbqezal8tj                                     balanced   -    1      0       0       0        0
  local   temp.ZDkdJGO67lZcnsO                                     balanced   -    1      0       0       0        0
  local   temp.ZRJfLh74DxZmJ81                                     balanced   -    1      0       1       1        0
  local   temp.ZbH8L2qMdXPZWGf                                     balanced   -    1      0       0       0        0
  local   temp.Zs0nPw_9cbWrn6s                                     balanced   -    1      0       1       1        0
  local   temp.ZuaJrQScWUJTccS                                     balanced   -    1      0       1       1        0
  local   temp._6e7bGDmj8OQXb+                                     balanced   -    1      0       1       1        0
  local   temp._Sx6XwauBME9LGl                                     balanced   -    1      0       1       1        0
  local   temp._aZjDBWWGCTfjt2                                     balanced   -    1      0       1       1        0
  local   temp._h70qnqpjUAwl2s                                     balanced   -    1      0       0       0        0
  local   temp._nn8aY2ExXfw4Q_                                     balanced   -    1      0       0       0        0
  local   temp._oUe38f9rrgV9_r                                     balanced   -    1      0       0       0        0
  local   temp._rchImxBerZdAsZ                                     balanced   -    1      0       0       0        0
  local   temp._rwz9uXlWrJjhsB                                     balanced   -    1      0       1       1        0
  local   temp._tOXpU6VcQYC186                                     balanced   -    1      0       1       1        0
  local   temp._wVFjxapP3Zo17X                                     balanced   -    1      0       1       1        0
  local   temp._yQIEwFIS_GgDXO                                     balanced   -    1      0       0       0        0
  local   temp.a0rHIHHc6_Yn0Vw                                     balanced   -    1      0       0       0        0
  local   temp.a5WxtiRd1iVCueO                                     balanced   -    1      0       0       0        0
  local   temp.aB_imBrYhLMv+uP                                     balanced   -    1      0       0       0        0
  local   temp.aBoIkVVLyLcIRPb                                     balanced   -    1      0       0       0        0
  local   temp.aNT2PLBDXKIBLs6                                     balanced   -    1      0       1       1        0
  local   temp.agfTvfAasIQLr_I                                     balanced   -    1      0       1       1        0
  local   temp.akuCcwA7G5P_8Er                                     balanced   -    1      0       1       1        0
  local   temp.amh3Y+qosmWOx03                                     balanced   -    1      0       0       0        0
  local   temp.ami20_Uwm+254WI                                     balanced   -    1      0       0       0        0
  local   temp.aqJSYkxr6FDYe4Z                                     balanced   -    1      0       1       1        0
  local   temp.bAO_LVUGcN7_yu6                                     balanced   -    1      0       1       1        0
  local   temp.bCaegW1++3F4ydx                                     balanced   -    1      0       0       0        0
  local   temp.bDR4M0xpOgy28ov                                     balanced   -    1      0       0       0        0
  local   temp.bJAlqOv603G5HHw                                     balanced   -    1      0       1       1        0
  local   temp.bJeUQj5pyEb4p9H                                     balanced   -    1      0       1       1        0
  local   temp.bV0XmKtxuTqJd3V                                     balanced   -    1      0       0       0        0
  local   temp.bWjShvVKy8_+lzC                                     balanced   -    1      0       0       0        0
  local   temp.bqwmQk5XJvKsAem                                     balanced   -    1      0       1       1        0
  local   temp.cFfnMEemFMzcTJU                                     balanced   -    1      0       0       74,996   0
  local   temp.cHIIFAGGKdzeV3A                                     balanced   -    1      0       1       1        0
  local   temp.cVliaz6xujiHPHV                                     balanced   -    1      0       0       0        0
  local   temp.cX8wPrpKA1_FDvS                                     balanced   -    1      0       1       1        0
  local   temp.cXf_sL2rRzg1BKl                                     balanced   -    1      0       1       1        0
  local   temp.cZW7GpAva19hNGf                                     balanced   -    1      0       0       0        0
  local   temp.cc4WrGEWT8fi71_                                     balanced   -    1      0       0       0        0
  local   temp.ciNZhAC55ROzH3E                                     balanced   -    1      0       0       0        0
  local   temp.coO3K2iJ8PLlVja                                     balanced   -    1      0       0       0        0
  local   temp.cxsiONgiUedwpiT                                     balanced   -    1      0       0       0        0
  local   temp.czF3z5iE63bNXGu                                     balanced   -    1      0       1       1        0
  local   temp.d1QTL3SD0OaNUGj                                     balanced   -    1      0       0       0        0
  local   temp.d1qbhEsyNZmL3ED                                     balanced   -    1      0       1       1        0
  local   temp.d9hdFcp4mSuqfOZ                                     balanced   -    1      0       0       0        0
  local   temp.dEF5HrIfMj6wN_v                                     balanced   -    1      0       0       0        0
  local   temp.dGkg4ExG96PRTDi                                     balanced   -    1      0       1       1        0
  local   temp.dOxz6e1QIqhwce6                                     balanced   -    1      0       0       0        0
  local   temp.dPB56af3ot0nP7U                                     balanced   -    1      0       0       0        0
  local   temp.dWXFwj4CyeZPeXK                                     balanced   -    1      0       0       0        0
  local   temp.dd3Z7IrKPdqCY4r                                     balanced   -    1      0       0       0        0
  local   temp.dfWlRKjsCdUXq4c                                     balanced   -    1      0       1       1        0
  local   temp.dy4CKBeUW3dN1s5                                     balanced   -    1      0       0       0        0
  local   temp.dyOSYTdXUv+8XcH                                     balanced   -    1      0       1       1        0
  local   temp.eHLY74Yu5U68I1K                                     balanced   -    1      0       1       1        0
  local   temp.eNkQkPROA0ywmSw                                     balanced   -    1      0       0       0        0
  local   temp.emFoMq_XLrgLVr6                                     balanced   -    1      0       0       0        0
  local   temp.et2HQOjX2Y8u9wi                                     balanced   -    1      0       1       1        0
  local   temp.ewwT8IOcQ4Hfcap                                     balanced   -    1      0       1       1        0
  local   temp.f46h+NIigexSx7g                                     balanced   -    1      0       1       1        0
  local   temp.f5lOcLaZ7e_9z+A                                     balanced   -    1      0       1       1        0
  local   temp.f8Hns5YEYunw2Ed                                     balanced   -    1      0       0       0        0
  local   temp.f8Z3Q2qe4YPZJLA                                     balanced   -    1      0       1       1        0
  local   temp.fNV_z0j1TpPUPPp                                     balanced   -    1      0       0       0        0
  local   temp.fPoogny+iqMM8E7                                     balanced   -    1      0       0       0        0
  local   temp.fYShmlsjKH4DZIL                                     balanced   -    1      0       1       1        0
  local   temp.fa2deaQ8GLL7UYH                                     balanced   -    1      0       1       1        0
  local   temp.fbK3x2zi6nJbNCb                                     balanced   -    1      0       0       0        0
  local   temp.fiPoH9xZzWuxp+s                                     balanced   -    1      0       1       1        0
  local   temp.fm9KDFIMdaDU6UH                                     balanced   -    1      0       1       1        0
  local   temp.ftT_giXVs7UZvTr                                     balanced   -    1      0       0       0        0
  local   temp.gA2XpZe8IA+RG6v                                     balanced   -    1      0       0       0        0
  local   temp.gMIJdXvNnaSSVWv                                     balanced   -    1      0       0       0        0
  local   temp.gNqG+xogOe8dyt1                                     balanced   -    1      0       0       0        0
  local   temp.gPGjgccTPyob5Df                                     balanced   -    1      0       1       1        0
  local   temp.gv20bBLZ6HvrC6a                                     balanced   -    1      0       0       0        0
  local   temp.h2U8BkjadehtI3Y                                     balanced   -    1      0       0       0        0
  local   temp.hI4WDvcTe1QNgOJ                                     balanced   -    1      0       0       0        0
  local   temp.hK9gtuy28OI_NUi                                     balanced   -    1      0       0       0        0
  local   temp.hOHQbhdPxnPiazA                                     balanced   -    1      0       1       1        0
  local   temp.hPPTjD7i8arT4Po                                     balanced   -    1      0       0       0        0
  local   temp.hiYWDJCdOm6xGkt                                     balanced   -    1      0       1       1        0
  local   temp.hjY5iwPBZ4JHHWo                                     balanced   -    1      0       1       1        0
  local   temp.hjbcvZlLMSfJrSC                                     balanced   -    1      0       0       0        0
  local   temp.hmyNPH6anZIctvf                                     balanced   -    1      0       1       1        0
  local   temp.hqmbXK4uKb0AX_w                                     balanced   -    1      0       1       1        0
  local   temp.hxpiZIKepfQRgBE                                     balanced   -    1      0       1       1        0
  local   temp.hyuFoG+8A1yQhoJ                                     balanced   -    1      0       0       0        0
  local   temp.iEddHQXv1rMCDnS                                     balanced   -    1      0       1       1        0
  local   temp.iFn39S5VWIFgWkl                                     balanced   -    1      0       1       1        0
  local   temp.iSg_Np16oMR75yy                                     balanced   -    1      0       1       1        0
  local   temp.idQzo4mzdVKbVTt                                     balanced   -    1      0       1       1        0
  local   temp.ie5gMnDcyR7Z2PJ                                     balanced   -    1      0       1       1        0
  local   temp.ifKJr3sMCIkOYhw                                     balanced   -    1      0       1       1        0
  local   temp.ijADwvCfsDmrgku                                     balanced   -    1      0       1       1        0
  local   temp.iv6xE29b764TKvg                                     balanced   -    1      0       0       0        0
  local   temp.ixUdwGAUidZejmn                                     balanced   -    1      0       1       1        0
  local   temp.jHRWbwF03aPEXbt                                     balanced   -    1      0       1       1        0
  local   temp.jMsQsU7G6uBIc20                                     balanced   -    1      0       1       1        0
  local   temp.jP_nIKF+1Jdf7kZ                                     balanced   -    1      0       0       0        0
  local   temp.jYSi60q_QfLiD8w                                     balanced   -    1      0       0       0        0
  local   temp.jfmtlFhHiWugSw1                                     balanced   -    1      0       1       1        0
  local   temp.jhr84ZwZWA5nsT+                                     balanced   -    1      0       0       0        0
  local   temp.jlhWtiy1MBtbalp                                     balanced   -    1      0       1       1        0
  local   temp.jyuIKcq8VXuGPhO                                     balanced   -    1      0       0       0        0
  local   temp.k+eZYtwmBrNuwjA                                     balanced   -    1      0       1       1        0
  local   temp.kZVvx+hvqD9iNnT                                     balanced   -    1      0       1       1        0
  local   temp.kde3tax53wFDaqy                                     balanced   -    1      0       0       0        0
  local   temp.kp18EUPwONpQBbJ                                     balanced   -    1      0       1       1        0
  local   temp.kpBfpvfx4veWFhV                                     balanced   -    1      0       1       1        0
  local   temp.ktL8k9Ajpp1Raej                                     balanced   -    1      0       1       1        0
  local   temp.kxdHLGRUISYi9vL                                     balanced   -    1      0       1       1        0
  local   temp.kxik9eXNtWAoWUK                                     balanced   -    1      0       0       0        0
  local   temp.kzhqn3ikIwnHPbJ                                     balanced   -    1      0       1       1        0
  local   temp.l7vRdjdRn4706v4                                     balanced   -    1      0       1       1        0
  local   temp.lH9J8hWNRJjHjnD                                     balanced   -    1      0       0       0        0
  local   temp.l_aUBH3eQ4s5+gD                                     balanced   -    1      0       1       1        0
  local   temp.lk39LhOe70c3Uqw                                     balanced   -    1      0       1       1        0
  local   temp.lofvomPEamlzvd6                                     balanced   -    1      0       0       0        0
  local   temp.lvxuz1+n6IHhYT9                                     balanced   -    1      0       0       0        0
  local   temp.m0FW5+KIEYozvxf                                     balanced   -    1      0       0       0        0
  local   temp.mKbv72enPqhNGGU                                     balanced   -    1      0       1       1        0
  local   temp.mN0_1jtPAKN3_ga                                     balanced   -    1      0       0       0        0
  local   temp.mPpa8907Nn31btX                                     balanced   -    1      0       1       1        0
  local   temp.mYdaM+StOonKeQ7                                     balanced   -    1      0       0       0        0
  local   temp.n1LJkJvraZZfk9J                                     balanced   -    1      0       1       1        0
  local   temp.n6C4zdCTnQ+k1MK                                     balanced   -    1      0       0       0        0
  local   temp.nBWNPPxBTPAbxz4                                     balanced   -    1      0       1       1        0
  local   temp.nFQcb3yrvjSIxuW                                     balanced   -    1      0       1       1        0
  local   temp.nItjBd27n_8EEaP                                     balanced   -    1      0       1       1        0
  local   temp.nMDo7DcoTljS5P6                                     balanced   -    1      0       1       1        0
  local   temp.nox9AMnfSWXH4Tb                                     balanced   -    1      0       0       0        0
  local   temp.npt8aMUMYX1WD1C                                     balanced   -    1      0       1       1        0
  local   temp.nrGTYFpiGWgox_F                                     balanced   -    1      0       0       0        0
  local   temp.ntyytXbueglRXi9                                     balanced   -    1      0       1       1        0
  local   temp.nzXVDDMa5CbIaQR                                     balanced   -    1      0       1       1        0
  local   temp.o5lni9wki4pA8ij                                     balanced   -    1      0       0       0        0
  local   temp.o5n_ePSqqtbRhw1                                     balanced   -    1      0       1       1        0
  local   temp.o6ocQC7F42SDlkc                                     balanced   -    1      0       0       0        0
  local   temp.oC6__fy1XF0zlKS                                     balanced   -    1      0       1       1        0
  local   temp.oDt8jbZ0y7+cAIs                                     balanced   -    1      0       0       0        0
  local   temp.oEfwLV+w2nL4HeQ                                     balanced   -    1      0       0       0        0
  local   temp.oStMo7gUtFJeuJF                                     balanced   -    1      0       1       1        0
  local   temp.oXKW97T0a2sEvE9                                     balanced   -    1      0       0       0        0
  local   temp.ocTNtaHbhZpRWtC                                     balanced   -    1      0       1       1        0
  local   temp.ofbQSiAOUoPk8Du                                     balanced   -    1      0       0       0        0
  local   temp.ohTqqUN8o1NGWqU                                     balanced   -    1      0       1       1        0
  local   temp.onbRkEWmR+mfgnh                                     balanced   -    1      0       1       1        0
  local   temp.oo1XMb0uvBGKE7B                                     balanced   -    1      0       0       0        0
  local   temp.opnPAmHcNancDE2                                     balanced   -    1      0       1       1        0
  local   temp.orf6Xu_N9YusVoe                                     balanced   -    1      0       1       1        0
  local   temp.oudAzdAjtoi520q                                     balanced   -    1      0       1       1        0
  local   temp.p5xQUEeO+HnDifC                                     balanced   -    1      0       1       1        0
  local   temp.pH34yNdtgnol0YM                                     balanced   -    1      0       0       0        0
  local   temp.pPJb2KQ_NJECKoh                                     balanced   -    1      0       1       1        0
  local   temp.pQ4DN+DNjlXR+Os                                     balanced   -    1      0       1       1        0
  local   temp.pjsEQqC1E877Gl1                                     balanced   -    1      0       1       1        0
  local   temp.pk3Pw0Qyutletug                                     balanced   -    1      0       0       0        0
  local   temp.pmvqfbDknNMxPN6                                     balanced   -    1      0       0       0        0
  local   temp.poq1U6cFBh+W6Jy                                     balanced   -    1      0       1       1        0
  local   temp.puhACvma2cfo5qU                                     balanced   -    1      0       1       1        0
  local   temp.qGzDHLNvcRIanBK                                     balanced   -    1      0       1       1        0
  local   temp.qHt3pkAL4wwuOCh                                     balanced   -    1      0       1       1        0
  local   temp.qOODcPoVeuS+lAP                                     balanced   -    1      0       0       0        0
  local   temp.qUkUoZIyyqtBJKM                                     balanced   -    1      0       1       1        0
  local   temp.qoH8nAA9ZLMAduL                                     balanced   -    1      0       1       1        0
  local   temp.qx9BqFgfM2WLJ95                                     balanced   -    1      0       0       0        0
  local   temp.r76Ue7rtfs4Hm4T                                     balanced   -    1      0       1       1        0
  local   temp.rGinbrlZcbH+cJN                                     balanced   -    1      0       0       0        0
  local   temp.rH_rBUpaXZWr2QK                                     balanced   -    1      0       1       1        0
  local   temp.rJDRb41bWRdIQ7S                                     balanced   -    1      0       0       0        0
  local   temp.rRUI1FqjWsaKqpQ                                     balanced   -    1      0       1       1        0
  local   temp.rhKadFNVgpDl11k                                     balanced   -    1      0       1       1        0
  local   temp.rpM2YY9v2QB1E1_                                     balanced   -    1      0       1       1        0
  local   temp.rpkSbW2cLmL3b7g                                     balanced   -    1      0       1       1        0
  local   temp.rtT9iTg0DID8TKK                                     balanced   -    1      0       1       1        0
  local   temp.rwtOrXoQmCoY3Pv                                     balanced   -    1      0       1       1        0
  local   temp.rz7ScdZf2TYINOL                                     balanced   -    1      0       1       1        0
  local   temp.s5hkb5logLXbAeJ                                     balanced   -    1      0       1       1        0
  local   temp.s5ll_ChptEZr3+B                                     balanced   -    1      0       1       1        0
  local   temp.s98GeTYiFiwyr4B                                     balanced   -    1      0       0       0        0
  local   temp.sCksggMy8QVdX8O                                     balanced   -    1      0       1       1        0
  local   temp.sFUS6HinLMzZXyA                                     balanced   -    1      0       1       1        0
  local   temp.sRDpa_by8+t+7nu                                     balanced   -    1      0       1       1        0
  local   temp.sRKl1Y0EYsZg4L2                                     balanced   -    1      0       0       0        0
  local   temp.sant5nvf6UTQpVN                                     balanced   -    1      0       1       1        0
  local   temp.sevPcSzlb_FBBkg                                     balanced   -    1      0       0       0        0
  local   temp.t80Gx8C_Vkhs92v                                     balanced   -    1      0       1       1        0
  local   temp.tRfqigFnOxJKpLj                                     balanced   -    1      0       0       0        0
  local   temp.tTCbzghbC9aMtm+                                     balanced   -    1      0       0       0        0
  local   temp.tWPpaOx4XkbyO73                                     balanced   -    1      0       0       0        0
  local   temp.tXzLzeegnXGOKgG                                     balanced   -    1      0       1       1        0
  local   temp.t_78i8jCxEOKuT8                                     balanced   -    1      0       0       0        0
  local   temp.tlO64j054I6fiMP                                     balanced   -    1      0       1       1        0
  local   temp.tldMoByxia7wm9b                                     balanced   -    1      0       1       1        0
  local   temp.tyetzZNS7F+576m                                     balanced   -    1      0       0       0        0
  local   temp.u6EVgoE2upu5jDi                                     balanced   -    1      0       0       0        0
  local   temp.u8Msb6CGDM500Mn                                     balanced   -    1      0       0       0        0
  local   temp.uCDCqye2SAk8Bky                                     balanced   -    1      0       1       1        0
  local   temp.uNjsleIwQKizQyZ                                     balanced   -    1      0       1       1        0
  local   temp.ua6TNx_R7ct9AnK                                     balanced   -    1      0       0       0        0
  local   temp.ukg1p2+AGdRCEgN                                     balanced   -    1      0       1       1        0
  local   temp.uqsf3DaPE9SUUiE                                     balanced   -    1      0       1       1        0
  local   temp.urv5ylZLnXx03ks                                     balanced   -    1      0       1       1        0
  local   temp.v3LumUafLrQZwwl                                     balanced   -    1      0       0       0        0
  local   temp.v4DDePq_2DzqMF+                                     balanced   -    1      0       0       0        0
  local   temp.vDlfPUZuTC_YHZ1                                     balanced   -    1      0       1       1        0
  local   temp.vLf+YNQf60YgjBG                                     balanced   -    1      0       0       0        0
  local   temp.vQprG8QCXKNeqKW                                     balanced   -    1      0       1       1        0
  local   temp.vjtCtzHqoa67Kgm                                     balanced   -    1      0       1       1        0
  local   temp.voScIUs3tVSfGvs                                     balanced   -    1      0       0       0        0
  local   temp.vu54cRjf1bI5yb3                                     balanced   -    1      0       0       0        0
  local   temp.wDW+w3Sx43azSqw                                     balanced   -    1      0       1       1        0
  local   temp.wGmMqicl7YI0pfB                                     balanced   -    1      0       0       0        0
  local   temp.wLI688srsY1dXJz                                     balanced   -    1      0       1       1        0
  local   temp.wPBsa7CrCeeamlz                                     balanced   -    1      0       0       0        0
  local   temp.wQ_JVUJxqdJJ0zV                                     balanced   -    1      0       1       1        0
  local   temp.wVL3Xe7+2Nk+QSt                                     balanced   -    1      0       1       1        0
  local   temp.whxkcL2cIBHr4Be                                     balanced   -    1      0       0       0        0
  local   temp.wul_N9SxRTNg_8R                                     balanced   -    1      0       0       0        0
  local   temp.wwPUMPqrVqxLUf1                                     balanced   -    1      0       0       0        0
  local   temp.wygVqbSjrvo3vnC                                     balanced   -    1      0       0       0        0
  local   temp.x+2NTij2e0xaBy3                                     balanced   -    1      0       1       1        0
  local   temp.xBoBtnbT6h06kHn                                     balanced   -    1      0       1       1        0
  local   temp.xM3lwS+ZkT66RZh                                     balanced   -    1      0       1       1        0
  local   temp.xMe3CPOp+ABlLDm                                     balanced   -    1      0       0       0        0
  local   temp.xUEBTq93y+wgHmp                                     balanced   -    1      0       0       0        0
  local   temp.xn0EPg1c9WQVTdj                                     balanced   -    1      0       1       1        0
  local   temp.xpHViZzugH0IJlZ                                     balanced   -    1      0       1       1        0
  local   temp.xv2Y5+0VEasddK8                                     balanced   -    1      0       1       1        0
  local   temp.y+rWHCPw3w1HVzH                                     balanced   -    1      0       1       1        0
  local   temp.y4YsFVf3y_IcFsk                                     balanced   -    1      0       1       1        0
  local   temp.y4n9onxkU0vyKr0                                     balanced   -    1      0       1       1        0
  local   temp.yN_X6PVJC_Od5Bo                                     balanced   -    1      0       0       0        0
  local   temp.yS5pbe7lZECMtvZ                                     balanced   -    1      0       1       1        0
  local   temp.ySIbJYuOMQwPn0V                                     balanced   -    1      0       0       0        0
  local   temp.yXxCPE2cHwnVFTc                                     balanced   -    1      0       1       1        0
  local   temp.yYSOioLTjuQyvjE                                     balanced   -    1      0       1       1        0
  local   temp.yaLYmy0OOD2zW3n                                     balanced   -    1      0       0       0        0
  local   temp.ycmQ3BvCwOP1BOX                                     balanced   -    1      0       1       1        0
  local   temp.yqym1jBoWp_HfP+                                     balanced   -    1      0       1       1        0
  local   temp.z25TmiZLkSEsb79                                     balanced   -    1      0       0       0        0
  local   temp.z2EmfcPvrCsRKZc                                     balanced   -    1      0       0       0        0
  local   temp.z6c4aeK64FhwP4p                                     balanced   -    1      0       0       0        0
  local   temp.zIT5g1r_ubRjM8B                                     balanced   -    1      0       1       1        0
  local   temp.zOPTvXSMrH4BUKV                                     balanced   -    1      0       1       1        0
  local   temp.zTbzWiHJJJtz70P                                     balanced   -    1      0       0       0        0
  local   temp.ze47gwtF0Z5Mnej                                     balanced   -    1      0       0       0        0
  local   temp.zi82Pcyho6BfPgN                                     balanced   -    1      0       1       1        0
