2025-08-05 18:24:10.927036+00:00 UTC
skupper-prd-dor-skupper-router-6c9d8b4d99-dv879

Router Addresses
  class   addr                                                     distrib    pri  local  remote  in       out        thru
  local   temp.ecaiFZxDV4lUXfV                                     balanced   -    1      0       1        1          0
  local   temp.eidayqSzoZMCl5e                                     balanced   -    1      0       1        1          0
  local   temp.fRL2cOhzed6gUBZ                                     balanced   -    1      0       1        1          0
  local   temp.fTGBASFBqILVh2u                                     balanced   -    1      0       1        1          0
  local   temp.fUPskZOmalQFXyZ                                     balanced   -    1      0       1        1          0
  local   temp.fuKOxpI99XmOiGo                                     balanced   -    1      0       1        1          0
  local   temp.g5_4Pe8SgCoZZjk                                     balanced   -    1      0       0        0          0
  local   temp.g86ulnwqtLmFE9Q                                     balanced   -    1      0       1        1          0
  local   temp.gIWLWzuaXkGJzah                                     balanced   -    1      0       1        1          0
  local   temp.gLqYhDeZz2i8AvB                                     balanced   -    1      0       1        1          0
  local   temp.gOsnV5iPHkO1+ZO                                     balanced   -    1      0       1        1          0
  local   temp.gV_Mg_z6t8q3cx3                                     balanced   -    1      0       1        1          0
  local   temp.gWTTiY+sYNkjL0i                                     balanced   -    1      0       1        1          0
  local   temp.grjKeNKn6MfGyvp                                     balanced   -    1      0       1        1          0
  local   temp.h2LETm623UI71ZD                                     balanced   -    1      0       1        1          0
  local   temp.h2P84F_U1ZD3jfV                                     balanced   -    1      0       1        1          0
  local   temp.h4jyG3cipMXTk_p                                     balanced   -    1      0       1        1          0
  local   temp.hC8rPXsVvTfUgr5                                     balanced   -    1      0       1        1          0
  local   temp.hF7Yhbgmur6hRjV                                     balanced   -    1      0       1        1          0
  local   temp.hPR210heWsGnBpC                                     balanced   -    1      0       1        1          0
  local   temp.hW6MQDWnrrHvrTm                                     balanced   -    1      0       4        29         0
  local   temp.hb2yI4s64bcyzar                                     balanced   -    1      0       1        1          0
  local   temp.hfRhayFZKFzodI4                                     balanced   -    1      0       1        1          0
  local   temp.hpRGiOgTFAomt+L                                     balanced   -    1      0       1        1          0
  local   temp.hxVcu8nKD0JcrGq                                     balanced   -    1      0       1        1          0
  local   temp.hzAOwL7l+CkTO2g                                     balanced   -    1      0       1        1          0
  local   temp.i5ISgWLyscG7Dg7                                     balanced   -    1      0       1        1          0
  local   temp.iHowZIeyNe_RN+O                                     balanced   -    1      0       1        1          0
  local   temp.jSw+V1++i1_qsy7                                     balanced   -    1      0       1        1          0
  local   temp.jaav4QAJ3DeaBAu                                     balanced   -    1      0       1        1          0
  local   temp.jmgJtB72Bg6gKTH                                     balanced   -    1      0       1        1          0
  local   temp.k7oLfsUICTS+1OX                                     balanced   -    1      0       1        1          0
  local   temp.kcxJd_eUpwf1B+a                                     balanced   -    1      0       1        1          0
  local   temp.klXU5zuG7agqIsb                                     balanced   -    1      0       1        1          0
  local   temp.l69Z30kdaBhnZjk                                     balanced   -    1      0       1        1          0
  local   temp.lD6j2UiIwspo7Qg                                     balanced   -    1      0       1        1          0
  local   temp.lGGmhVHDNu+znEJ                                     balanced   -    1      0       1        1          0
  local   temp.lc2eAQEI_hXdDM_                                     balanced   -    1      0       1        1          0
  local   temp.m9G7I_78GIJ7BfO                                     balanced   -    1      0       1        1          0
  local   temp.mDADFi25V2VLRdG                                     balanced   -    1      0       1        1          0
  local   temp.mvitr_RVmCRb6pD                                     balanced   -    1      0       1        1          0
  local   temp.n5uHEvWZW_xFDYs                                     balanced   -    1      0       1        1          0
  local   temp.nFOc+mdqIbwwiVu                                     balanced   -    1      0       1        1          0
  local   temp.nLL6Z0gaBzzC5wj                                     balanced   -    1      0       1        1          0
